Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)
Aligned_pair3_d	29	0.111	0.266	0.365	0.266	0.365	1.493	0.153	0.228	6.34E-04	0.002	0.018	0.007	0.004	0.01	0.331	0.5	1.869	1.346	0	NaN	NaN
Aligned_pair3_d	30	0.112	0.264	0.36	0.264	0.36	1.545	0.138	0.249	5.87E-04	0.002	0.019	0.007	0.004	0.01	0.294	0.52	1.713	1.316	0.294	0.291	0.01
Aligned_pair3_d	31	0.122	0.264	0.358	0.264	0.358	1.567	0.153	0.248	6.94E-04	0.002	0.02	0.009	0.005	0.011	0.331	0.535	1.849	1.419	0	NaN	NaN
Aligned_pair3_d	32	0.112	0.264	0.358	0.264	0.358	1.518	0.15	0.246	5.98E-04	0.002	0.019	0.007	0.004	0.01	0.312	0.52	1.713	1.376	0.265	0.242	0.052
Aligned_pair3_d	33	0.107	0.264	0.347	0.264	0.347	1.517	0.156	0.238	5.93E-04	0.001	0.018	0.006	0.004	0.009	0.331	0.5	1.869	1.346	0.478	0.43	0.06
Aligned_pair3_d	34	0.108	0.261	0.35	0.261	0.35	1.484	0.145	0.244	5.85E-04	0.002	0.018	0.007	0.004	0.009	0.32	0.52	1.713	1.459	0	0	0
Aligned_pair3_d	35	0.104	0.263	0.347	0.263	0.347	1.462	0.158	0.247	5.32E-04	0.002	0.017	0.006	0.003	0.008	0.331	0.535	1.849	1.407	0	NaN	NaN
Aligned_pair3_d	36	0.103	0.265	0.352	0.265	0.352	-1.567	0.155	0.241	5.21E-04	0.002	0.017	0.006	0.003	0.008	0.325	0.52	1.713	1.407	0.367	0.333	0.058
Aligned_pair3_d	37	0.104	0.269	0.339	0.269	0.339	1.542	0.16	0.25	4.90E-04	0.002	0.017	0.007	0.003	0.009	0.325	0.535	1.849	1.502	0	NaN	NaN
Aligned_pair3_d	38	0.101	0.261	0.37	0.261	0.37	1.497	0.15	0.225	4.84E-04	0.001	0.017	0.007	0.003	0.009	0.321	0.5	1.869	1.355	0.265	0.242	0.038
Aligned_pair3_d	39	0.103	0.265	0.364	0.265	0.364	1.525	0.173	0.254	4.79E-04	0.002	0.017	0.006	0.003	0.008	0.331	0.526	1.782	1.398	0	NaN	NaN
Aligned_pair3_d	40	0.09	0.262	0.365	0.262	0.365	1.511	0.142	0.226	4.08E-04	0.001	0.015	0.005	0.003	0.007	0.294	0.49	1.798	1.459	0.232	0.229	0.019
Aligned_pair3_d	41	0.099	0.259	0.355	0.259	0.355	1.515	0.138	0.245	4.13E-04	0.002	0.016	0.007	0.003	0.008	0.294	0.526	1.782	1.48	0.367	0.347	0.061
Aligned_pair3_d	42	0.089	0.257	0.34	0.257	0.34	1.523	0.117	0.23	3.33E-04	0.001	0.015	0.006	0.003	0.007	0.257	0.49	1.798	1.355	0	0	0
Aligned_pair3_d	43	0.097	0.263	0.342	0.263	0.342	1.538	0.12	0.248	4.21E-04	0.002	0.016	0.006	0.004	0.008	0.257	0.526	1.782	1.407	0.294	0.291	0.01
Aligned_pair3_d	44	0.09	0.264	0.339	0.264	0.339	1.525	0.118	0.215	3.63E-04	0.001	0.015	0.006	0.003	0.008	0.257	0.478	1.966	1.294	0	NaN	NaN
Aligned_pair3_d	45	0.093	0.268	0.333	0.268	0.333	-1.567	0.121	0.255	3.54E-04	0.001	0.016	0.006	0.003	0.007	0.257	0.52	1.713	1.316	0.588	0.549	0.076
Aligned_pair3_d	46	0.088	0.261	0.338	0.261	0.338	1.504	0.114	0.218	3.31E-04	0.001	0.015	0.006	0.003	0.007	0.257	0.478	1.966	1.294	0.232	0.22	0.026
Aligned_pair3_d	47	0.081	0.268	0.322	0.268	0.322	-1.551	0.119	0.228	2.68E-04	0.001	0.013	0.005	0.002	0.006	0.244	0.49	1.798	1.22	0.232	0.229	0.019
Aligned_pair3_d	48	0.082	0.272	0.327	0.272	0.327	-1.57	0.125	0.224	2.66E-04	0.001	0.014	0.006	0.002	0.006	0.257	0.5	1.869	1.294	0.22	0.196	0.037
Aligned_pair3_d	49	0.076	0.276	0.341	0.276	0.341	1.502	0.101	0.229	2.43E-04	0.001	0.013	0.005	0.002	0.006	0.22	0.49	1.798	1.294	0.208	0.187	0.031
Aligned_pair3_d	50	0.077	0.284	0.355	0.284	0.355	1.543	0.103	0.209	2.48E-04	0.001	0.013	0.005	0.002	0.006	0.22	0.465	1.893	1.22	0	0	0
Aligned_pair3_d	51	0.081	0.277	0.364	0.277	0.364	-1.498	0.127	0.217	3.23E-04	9.72E-04	0.013	0.004	0.003	0.006	0.257	0.455	1.816	1.138	0.478	0.432	0.08
Aligned_pair3_d	52	0.09	0.276	0.364	0.276	0.364	-1.334	0.152	0.215	4.77E-04	0.001	0.014	0.005	0.003	0.007	0.317	0.447	1.736	1.26	0	NaN	NaN
Aligned_pair3_d	53	0.093	0.272	0.363	0.272	0.363	-1.504	0.163	0.221	5.33E-04	0.001	0.015	0.005	0.003	0.007	0.326	0.483	1.723	1.303	0	0	0
Aligned_pair3_d	54	0.093	0.265	0.356	0.265	0.356	1.493	0.153	0.234	5.19E-04	0.001	0.015	0.005	0.003	0.007	0.331	0.465	1.893	1.324	0.265	0.242	0.052
Aligned_pair3_d	55	0.1	0.27	0.359	0.27	0.359	-1.452	0.129	0.222	5.04E-04	0.001	0.016	0.006	0.004	0.008	0.294	0.483	1.723	1.428	0.232	0.221	0.037
Aligned_pair3_d	56	0.095	0.271	0.35	0.271	0.35	-1.52	0.13	0.207	4.79E-04	0.001	0.016	0.006	0.004	0.007	0.294	0.46	1.071	1.233	0.478	0.4	0.124
Aligned_pair3_d	57	0.09	0.276	0.359	0.276	0.359	1.514	0.135	0.195	4.34E-04	0.001	0.015	0.005	0.003	0.008	0.294	0.444	1.997	1.242	0.232	0.229	0.019
Aligned_pair3_d	58	0.099	0.278	0.348	0.278	0.348	-1.491	0.158	0.205	5.82E-04	0.001	0.016	0.005	0.004	0.008	0.331	0.447	1.406	1.303	0	0	0
Aligned_pair3_d	59	0.099	0.279	0.344	0.279	0.344	-1.461	0.156	0.204	6.15E-04	0.001	0.016	0.005	0.004	0.008	0.331	0.447	1.406	1.272	0.294	0.278	0.034
Aligned_pair3_d	60	0.1	0.277	0.333	0.277	0.333	1.569	0.164	0.218	6.03E-04	0.001	0.017	0.005	0.004	0.008	0.331	0.478	1.966	1.324	0.367	0.342	0.078
Aligned_pair3_d	61	0.103	0.277	0.339	0.277	0.339	-1.551	0.163	0.213	5.71E-04	0.001	0.017	0.006	0.004	0.009	0.325	0.478	1.966	1.316	0	0	0
Aligned_pair3_d	62	0.093	0.276	0.342	0.276	0.342	-1.562	0.164	0.208	5.19E-04	0.001	0.016	0.005	0.003	0.007	0.325	0.465	1.893	1.324	0.265	0.25	0.036
Aligned_pair3_d	63	0.096	0.273	0.339	0.273	0.339	1.558	0.169	0.213	5.72E-04	0.001	0.016	0.005	0.003	0.008	0.325	0.478	1.966	1.48	0	NaN	NaN
Aligned_pair3_d	64	0.097	0.274	0.337	0.274	0.337	1.511	0.172	0.217	5.31E-04	0.001	0.016	0.006	0.003	0.008	0.331	0.478	1.966	1.376	0.208	0.171	0.039
Aligned_pair3_d	65	0.093	0.271	0.331	0.271	0.331	1.481	0.139	0.225	4.71E-04	0.001	0.015	0.005	0.003	0.007	0.294	0.465	1.893	1.294	0.232	0.221	0.037
Aligned_pair3_d	66	0.088	0.271	0.33	0.271	0.33	1.429	0.142	0.227	4.54E-04	9.15E-04	0.014	0.004	0.003	0.006	0.294	0.455	1.816	1.251	0	0	0
Aligned_pair3_d	67	0.086	0.278	0.326	0.278	0.326	1.438	0.136	0.231	3.91E-04	0.001	0.014	0.004	0.003	0.006	0.294	0.465	1.893	1.199	0	NaN	NaN
Aligned_pair3_d	68	0.073	0.29	0.333	0.29	0.333	1.443	0.118	0.221	2.40E-04	8.54E-04	0.012	0.004	0.002	0.005	0.257	0.455	1.816	1.125	0.588	0.503	0.139
Aligned_pair3_d	69	0.072	0.299	0.327	0.299	0.327	1.542	0.115	0.224	2.60E-04	7.84E-04	0.012	0.003	0.002	0.005	0.257	0.442	1.654	1.177	0	0	0
Aligned_pair3_d	70	0.072	0.3	0.333	0.3	0.333	-1.496	0.104	0.223	2.16E-04	9.28E-04	0.012	0.004	0.002	0.005	0.22	0.455	1.326	1.169	0.22	0.192	0.043
Aligned_pair3_d	71	0.076	0.294	0.34	0.294	0.34	-1.48	0.114	0.247	2.34E-04	0.001	0.013	0.004	0.002	0.005	0.257	0.49	1.344	1.303	0.208	0.171	0.039
Aligned_pair3_d	72	0.073	0.293	0.345	0.293	0.345	-1.502	0.112	0.208	2.11E-04	9.52E-04	0.012	0.005	0.002	0.006	0.257	0.455	1.816	1.138	0.232	0.202	0.046
Aligned_pair3_d	73	0.088	0.285	0.356	0.285	0.356	-1.48	0.123	0.242	3.05E-04	0.002	0.015	0.006	0.002	0.007	0.26	0.526	1.782	1.459	0.22	0.19	0.038
Aligned_pair3_d	74	0.096	0.285	0.378	0.285	0.378	-1.462	0.122	0.24	3.64E-04	0.002	0.016	0.007	0.003	0.008	0.26	0.526	1.782	1.346	0	0	0
Aligned_pair3_d	75	0.089	0.287	0.361	0.287	0.361	-1.568	0.117	0.25	3.13E-04	0.001	0.015	0.006	0.003	0.007	0.257	0.535	1.849	1.428	0.22	0.196	0.037
Aligned_pair3_v	6	0.081	0.288	0.295	0.288	0.295	1.098	0.125	0.215	2.99E-04	0.001	0.011	0.005	0.002	0.006	0.279	0.479	2.138	1.138	0.478	0.44	0.095
Aligned_pair3_v	7	0.084	0.29	0.292	0.29	0.292	1.052	0.13	0.2	3.76E-04	8.85E-04	0.011	0.004	0.003	0.006	0.301	0.444	1.997	1.125	0.265	0.252	0.037
Aligned_pair3_v	8	0.078	0.3	0.287	0.3	0.287	1.095	0.124	0.233	2.99E-04	8.84E-04	0.01	0.004	0.002	0.005	0.279	0.478	1.966	1.147	0	NaN	NaN
Aligned_pair3_v	9	0.08	0.307	0.298	0.307	0.298	1.083	0.124	0.219	3.29E-04	8.63E-04	0.01	0.004	0.003	0.005	0.294	0.46	2.07	1.169	0	NaN	NaN
Aligned_pair3_v	10	0.084	0.308	0.287	0.308	0.287	1.099	0.131	0.229	3.42E-04	9.86E-04	0.011	0.004	0.003	0.006	0.294	0.478	1.966	1.169	0.073	0.073	0
Aligned_pair3_v	11	0.082	0.308	0.307	0.308	0.307	1.03	0.14	0.209	3.86E-04	8.25E-04	0.01	0.004	0.003	0.006	0.294	0.46	2.07	1.169	0	NaN	NaN
Aligned_pair3_v	12	0.089	0.308	0.293	0.308	0.293	1.242	0.142	0.229	4.41E-04	9.97E-04	0.013	0.004	0.003	0.006	0.294	0.465	1.893	1.169	0	NaN	NaN
Aligned_pair3_v	13	0.084	0.308	0.298	0.308	0.298	1.229	0.151	0.201	4.23E-04	8.52E-04	0.012	0.004	0.003	0.006	0.321	0.449	2.182	1.169	0.588	0.537	0.117
Aligned_pair3_v	14	0.084	0.298	0.274	0.298	0.274	1.384	0.138	0.206	3.96E-04	8.83E-04	0.013	0.004	0.003	0.006	0.294	0.43	1.92	1.117	0	NaN	NaN
Aligned_pair3_v	15	0.078	0.288	0.296	0.288	0.296	1.447	0.125	0.222	3.17E-04	8.55E-04	0.013	0.004	0.003	0.005	0.257	0.483	1.723	1.19	0	NaN	NaN
Aligned_pair3_v	16	0.078	0.284	0.283	0.284	0.283	-1.562	0.138	0.194	3.83E-04	7.17E-04	0.013	0.004	0.003	0.005	0.294	0.43	1.92	1.117	0.232	0.226	0.026
Aligned_pair3_v	17	0.084	0.276	0.298	0.276	0.298	1.544	0.132	0.223	3.62E-04	9.82E-04	0.014	0.004	0.003	0.006	0.29	0.483	1.723	1.199	0	NaN	NaN
Aligned_pair3_v	18	0.074	0.267	0.299	0.267	0.299	1.24	0.12	0.225	2.79E-04	7.71E-04	0.011	0.003	0.002	0.005	0.257	0.444	1.997	1.19	0.588	0.537	0.117
Aligned_pair3_v	19	0.073	0.267	0.313	0.267	0.313	1.232	0.113	0.211	2.55E-04	7.43E-04	0.011	0.004	0.002	0.005	0.257	0.444	1.997	1.065	0.331	0.32	0.05
Aligned_pair3_v	20	0.073	0.267	0.298	0.267	0.298	1.267	0.108	0.19	2.69E-04	7.18E-04	0.011	0.004	0.002	0.005	0.256	0.411	2.034	1.086	0	NaN	NaN
Aligned_pair3_v	21	0.07	0.276	0.311	0.276	0.311	1.425	0.115	0.209	2.38E-04	7.66E-04	0.011	0.004	0.002	0.005	0.245	0.447	1.736	1.117	0	NaN	NaN
Aligned_pair3_v	22	0.074	0.27	0.302	0.27	0.302	1.401	0.102	0.22	2.21E-04	9.33E-04	0.012	0.004	0.002	0.005	0.22	0.465	1.893	1.086	0	NaN	NaN
Aligned_pair3_v	23	0.078	0.276	0.316	0.276	0.316	1.426	0.098	0.212	2.32E-04	0.001	0.013	0.005	0.002	0.006	0.22	0.465	1.893	1.108	0.478	0.416	0.081
Aligned_pair3_v	24	0.076	0.273	0.325	0.273	0.325	1.427	0.1	0.215	2.29E-04	9.60E-04	0.012	0.004	0.002	0.006	0.22	0.455	1.816	1.086	0.265	0.246	0.028
Aligned_pair3_v	25	0.078	0.272	0.328	0.272	0.328	1.393	0.117	0.217	2.54E-04	0.001	0.013	0.005	0.002	0.006	0.252	0.465	1.893	1.138	0.22	0.218	0.015
Aligned_pair3_v	26	0.082	0.268	0.324	0.268	0.324	1.369	0.12	0.199	3.29E-04	9.37E-04	0.013	0.005	0.003	0.006	0.257	0.43	1.92	1.086	0.265	0.246	0.028
Aligned_pair3_v	27	0.085	0.265	0.322	0.265	0.322	1.455	0.119	0.211	3.40E-04	0.001	0.014	0.005	0.003	0.007	0.257	0.447	1.736	1.19	0	NaN	NaN
Aligned_pair3_v	28	0.081	0.258	0.323	0.258	0.323	-1.521	0.114	0.191	3.41E-04	8.49E-04	0.013	0.004	0.003	0.006	0.257	0.419	1.837	1.117	0	NaN	NaN
Aligned_pair3_v	29	0.08	0.251	0.328	0.251	0.328	-1.482	0.116	0.218	2.80E-04	0.001	0.013	0.005	0.002	0.006	0.257	0.483	1.723	1.19	0.232	0.216	0.029
Aligned_pair3_v	30	0.073	0.238	0.323	0.238	0.323	-1.447	0.135	0.188	2.90E-04	7.38E-04	0.012	0.004	0.002	0.005	0.293	0.419	1.305	1.147	0	NaN	NaN
Aligned_pair3_v	31	0.074	0.233	0.317	0.233	0.317	1.56	0.122	0.234	2.39E-04	9.91E-04	0.012	0.004	0.002	0.005	0.257	0.483	1.723	1.22	0.232	0.217	0.029
Aligned_pair3_v	32	0.072	0.223	0.319	0.223	0.319	1.507	0.109	0.208	1.99E-04	9.10E-04	0.012	0.004	0.002	0.005	0.22	0.455	1.816	1.086	0.331	0.322	0.034
Aligned_pair3_v	33	0.074	0.222	0.312	0.222	0.312	1.504	0.108	0.207	2.08E-04	0.001	0.012	0.005	0.002	0.006	0.22	0.455	1.816	1.108	0.232	0.217	0.029
Aligned_pair3_v	34	0.07	0.224	0.315	0.224	0.315	1.517	0.11	0.203	2.01E-04	8.56E-04	0.012	0.004	0.002	0.005	0.22	0.447	1.736	1.086	0.22	0.217	0.017
Aligned_pair3_v	35	0.065	0.226	0.299	0.226	0.299	1.479	0.088	0.22	1.75E-04	7.29E-04	0.011	0.003	0.002	0.004	0.184	0.447	1.736	1.129	0.478	0.428	0.115
Aligned_pair3_v	36	0.066	0.229	0.321	0.229	0.321	1.527	0.098	0.196	1.87E-04	7.25E-04	0.011	0.004	0.002	0.004	0.22	0.43	1.92	1.056	0.478	0.428	0.115
Aligned_pair3_v	37	0.069	0.23	0.307	0.23	0.307	1.488	0.121	0.194	2.57E-04	6.47E-04	0.011	0.003	0.002	0.005	0.257	0.411	1.751	1.065	0.588	0.556	0.088
Aligned_pair3_v	38	0.076	0.239	0.335	0.239	0.335	1.161	0.131	0.187	3.32E-04	6.87E-04	0.011	0.004	0.003	0.005	0.287	0.411	1.751	1.052	0	NaN	NaN
Aligned_pair3_v	39	0.077	0.253	0.307	0.253	0.307	1.323	0.135	0.19	3.49E-04	7.03E-04	0.012	0.004	0.003	0.005	0.279	0.411	1.751	1.156	0	NaN	NaN
Aligned_pair3_v	40	0.084	0.271	0.329	0.271	0.329	1.569	0.133	0.186	4.30E-04	7.59E-04	0.014	0.004	0.003	0.006	0.294	0.411	1.751	1.095	0.331	0.302	0.074
Aligned_pair3_v	41	0.082	0.28	0.322	0.28	0.322	1.521	0.135	0.174	4.45E-04	6.85E-04	0.014	0.004	0.003	0.006	0.294	0.396	1.19	1.065	0.294	0.284	0.034
Aligned_pair3_v	42	0.084	0.278	0.334	0.278	0.334	-1.058	0.14	0.189	4.29E-04	7.83E-04	0.011	0.004	0.003	0.006	0.321	0.419	1.305	1.125	0.478	0.428	0.115
Aligned_pair3_v	43	0.09	0.278	0.315	0.278	0.315	-0.826	0.132	0.184	4.84E-04	9.45E-04	0.008	0.005	0.004	0.007	0.312	0.419	0.661	1.156	0.265	0.254	0.04
Aligned_pair3_v	44	0.096	0.275	0.301	0.275	0.301	-1.049	0.147	0.211	5.17E-04	0.001	0.012	0.006	0.004	0.008	0.316	0.465	1.249	1.229	0	NaN	NaN
Aligned_pair3_v	45	0.095	0.264	0.32	0.264	0.32	-1.119	0.15	0.201	5.31E-04	0.001	0.013	0.005	0.004	0.008	0.326	0.444	1.144	1.169	0.265	0.253	0.035
Aligned_pair3_v	46	0.1	0.262	0.312	0.262	0.312	-1.349	0.152	0.212	5.55E-04	0.001	0.016	0.006	0.004	0.008	0.329	0.465	1.249	1.22	0.265	0.255	0.031
Aligned_pair3_v	47	0.1	0.263	0.315	0.263	0.315	-1.368	0.161	0.207	6.03E-04	0.001	0.016	0.005	0.004	0.008	0.331	0.455	1.326	1.208	0	NaN	NaN
Aligned_pair3_v	48	0.099	0.269	0.308	0.269	0.308	-1.396	0.153	0.212	5.26E-04	0.001	0.016	0.006	0.003	0.008	0.329	0.46	1.071	1.272	0.265	0.25	0.031
Aligned_pair3_v	49	0.09	0.267	0.312	0.267	0.312	-1.462	0.149	0.203	4.93E-04	9.27E-04	0.015	0.005	0.003	0.007	0.325	0.447	1.736	1.177	0	NaN	NaN
Aligned_pair3_v	50	0.093	0.269	0.301	0.269	0.301	-1.474	0.141	0.229	4.45E-04	0.001	0.015	0.005	0.003	0.007	0.294	0.483	1.723	1.22	0.265	0.242	0.046
Aligned_pair3_v	51	0.093	0.276	0.317	0.276	0.317	-1.388	0.164	0.207	5.27E-04	9.66E-04	0.015	0.005	0.003	0.007	0.331	0.447	1.406	1.177	0	NaN	NaN
Aligned_pair3_v	52	0.095	0.271	0.312	0.271	0.312	-1.393	0.171	0.209	5.90E-04	9.92E-04	0.015	0.005	0.003	0.008	0.336	0.455	1.326	1.229	0.303	0.278	0.061
Aligned_pair3_v	53	0.1	0.272	0.323	0.272	0.323	-1.445	0.173	0.214	7.16E-04	9.51E-04	0.016	0.004	0.004	0.008	0.364	0.447	1.406	1.238	0.625	0.609	0.066
Aligned_pair3_v	54	0.103	0.274	0.312	0.274	0.312	-1.554	0.167	0.203	7.20E-04	0.001	0.017	0.005	0.004	0.009	0.357	0.455	1.816	1.251	0	NaN	NaN
Aligned_pair3_v	55	0.105	0.278	0.31	0.278	0.31	1.195	0.177	0.194	7.99E-04	0.001	0.015	0.005	0.005	0.009	0.364	0.43	1.92	1.177	0.329	0.316	0.045
Aligned_pair3_v	56	0.105	0.281	0.291	0.281	0.291	1.332	0.167	0.211	7.70E-04	0.001	0.017	0.005	0.005	0.008	0.367	0.483	1.418	1.281	0	NaN	NaN
Aligned_pair3_v	57	0.1	0.276	0.305	0.276	0.305	-1.429	0.167	0.195	7.39E-04	9.03E-04	0.016	0.005	0.004	0.008	0.36	0.419	1.305	1.229	0	NaN	NaN
Aligned_pair3_v	58	0.099	0.274	0.282	0.274	0.282	-1.236	0.151	0.204	6.81E-04	9.78E-04	0.015	0.005	0.005	0.008	0.345	0.447	1.406	1.281	0.625	0.592	0.104
Aligned_pair3_v	59	0.093	0.265	0.301	0.265	0.301	-1.403	0.16	0.23	5.42E-04	9.61E-04	0.015	0.004	0.003	0.007	0.331	0.483	1.418	1.29	0.184	0.154	0.047
Aligned_pair3_v	60	0.097	0.265	0.282	0.265	0.282	-1.349	0.146	0.192	5.94E-04	9.93E-04	0.015	0.005	0.004	0.008	0.33	0.43	1.222	1.169	0.478	0.437	0.096
Aligned_pair3_v	61	0.097	0.262	0.294	0.262	0.294	-1.471	0.148	0.223	5.40E-04	0.001	0.016	0.005	0.004	0.007	0.325	0.483	1.418	1.229	0.303	0.291	0.033
Aligned_pair3_v	62	0.095	0.271	0.296	0.271	0.296	-1.344	0.174	0.222	6.16E-04	9.03E-04	0.015	0.004	0.004	0.007	0.338	0.447	1.406	1.208	0.184	0.154	0.047
Aligned_pair3_v	63	0.086	0.281	0.295	0.281	0.295	-1.488	0.159	0.188	4.92E-04	7.88E-04	0.014	0.004	0.003	0.007	0.326	0.419	1.305	1.104	0.265	0.246	0.045
Aligned_pair3_v	64	0.093	0.284	0.295	0.284	0.295	-1.47	0.16	0.188	6.04E-04	8.39E-04	0.015	0.004	0.004	0.007	0.331	0.419	1.305	1.125	0.588	0.564	0.092
Aligned_pair3_v	65	0.097	0.284	0.303	0.284	0.303	-1.471	0.174	0.192	6.45E-04	9.29E-04	0.016	0.005	0.004	0.008	0.347	0.419	1.837	1.177	0.625	0.584	0.12
Aligned_pair3_v	66	0.097	0.289	0.299	0.289	0.299	1.35	0.162	0.191	6.80E-04	8.78E-04	0.015	0.005	0.004	0.008	0.331	0.419	1.837	1.147	0	NaN	NaN
Aligned_pair3_v	67	0.093	0.301	0.303	0.301	0.303	1.336	0.156	0.198	6.04E-04	8.49E-04	0.015	0.004	0.004	0.007	0.331	0.419	1.837	1.147	0	NaN	NaN
Aligned_pair3_v	68	0.095	0.306	0.293	0.306	0.293	1.43	0.163	0.188	5.94E-04	8.96E-04	0.015	0.005	0.004	0.008	0.331	0.419	1.837	1.177	0.265	0.246	0.045
Aligned_pair3_v	69	0.093	0.31	0.297	0.31	0.297	-1.498	0.135	0.222	5.08E-04	0.001	0.015	0.005	0.004	0.007	0.294	0.455	1.816	1.346	0.294	0.265	0.053
Aligned_pair3_v	70	0.088	0.304	0.303	0.304	0.303	-1.204	0.151	0.189	5.00E-04	8.35E-04	0.013	0.004	0.003	0.007	0.321	0.419	0.661	1.199	0.265	0.248	0.046
Aligned_pair3_v	71	0.089	0.298	0.304	0.298	0.304	-1.115	0.14	0.19	4.30E-04	0.001	0.012	0.005	0.003	0.007	0.302	0.43	1.222	1.147	0.265	0.256	0.034
Aligned_pair3_v	72	0.089	0.296	0.295	0.296	0.295	-1.199	0.153	0.198	4.94E-04	8.77E-04	0.013	0.004	0.003	0.007	0.325	0.419	1.305	1.125	0.735	0.696	0.132
Aligned_pair1_d	11	0.107	0.328	0.343	0.328	0.343	1.519	0.152	0.234	6.18E-04	0.001	0.018	0.006	0.004	0.009	0.331	0.483	1.723	1.294	0.294	0.274	0.047
Aligned_pair1_d	12	0.109	0.324	0.332	0.324	0.332	-1.559	0.154	0.256	6.32E-04	0.002	0.018	0.006	0.004	0.009	0.331	0.526	1.782	1.45	0.294	0.263	0.058
Aligned_pair1_d	13	0.111	0.325	0.35	0.325	0.35	1.557	0.153	0.241	6.48E-04	0.002	0.018	0.006	0.004	0.009	0.331	0.535	1.849	1.376	0.294	0.263	0.058
Aligned_pair1_d	14	0.105	0.32	0.359	0.32	0.359	1.534	0.16	0.231	6.06E-04	0.001	0.018	0.006	0.004	0.009	0.331	0.5	1.869	1.324	0.588	0.5	0.161
Aligned_pair1_d	15	0.108	0.316	0.356	0.316	0.356	1.523	0.137	0.247	5.52E-04	0.002	0.018	0.007	0.004	0.009	0.294	0.526	1.782	1.355	0.588	0.5	0.161
Aligned_pair1_d	16	0.109	0.325	0.348	0.325	0.348	-1.503	0.151	0.239	6.24E-04	0.002	0.018	0.006	0.004	0.009	0.331	0.516	1.642	1.364	0	NaN	NaN
Aligned_pair1_d	17	0.116	0.323	0.36	0.323	0.36	1.57	0.191	0.25	7.65E-04	0.002	0.019	0.007	0.004	0.01	0.362	0.526	1.782	1.407	0	NaN	NaN
Aligned_pair1_d	18	0.116	0.317	0.35	0.317	0.35	1.356	0.181	0.247	7.98E-04	0.002	0.018	0.006	0.004	0.01	0.378	0.535	1.849	1.437	0	NaN	NaN
Aligned_pair1_d	19	0.119	0.321	0.366	0.321	0.366	1.368	0.175	0.235	8.63E-04	0.002	0.019	0.007	0.005	0.011	0.367	0.512	1.938	1.459	0	NaN	NaN
Aligned_pair1_d	20	0.113	0.31	0.359	0.31	0.359	1.25	0.18	0.235	7.47E-04	0.002	0.017	0.007	0.004	0.01	0.367	0.512	1.938	1.428	0	NaN	NaN
Aligned_pair1_d	21	0.12	0.315	0.354	0.315	0.354	1.169	0.207	0.25	9.33E-04	0.002	0.017	0.007	0.004	0.01	0.401	0.53	2.159	1.48	0	NaN	NaN
Aligned_pair1_d	22	0.124	0.315	0.345	0.315	0.345	1.302	0.206	0.251	0.001	0.002	0.019	0.007	0.005	0.011	0.404	0.546	1.914	1.615	0.588	0.499	0.138
Aligned_pair1_d	23	0.111	0.317	0.348	0.317	0.348	1.084	0.199	0.24	7.68E-04	0.002	0.014	0.006	0.004	0.009	0.387	0.5	2.2	1.428	0	NaN	NaN
Aligned_pair1_d	24	0.103	0.313	0.35	0.313	0.35	1.093	0.19	0.239	6.90E-04	0.001	0.013	0.006	0.004	0.008	0.36	0.483	1.723	1.471	0.294	0.262	0.057
Aligned_pair1_d	25	0.104	0.303	0.341	0.303	0.341	1.132	0.181	0.228	6.47E-04	0.001	0.014	0.006	0.004	0.009	0.367	0.483	1.723	1.407	0.232	0.221	0.024
Aligned_pair1_d	26	0.099	0.296	0.332	0.296	0.332	1.1	0.163	0.216	6.08E-04	0.001	0.013	0.005	0.004	0.008	0.345	0.479	1.648	1.459	0	NaN	NaN
Aligned_pair1_d	27	0.1	0.283	0.328	0.283	0.328	1.237	0.154	0.203	5.87E-04	0.001	0.015	0.006	0.004	0.008	0.331	0.455	1.816	1.376	0.265	0.255	0.035
Aligned_pair1_d	28	0.1	0.284	0.338	0.284	0.338	1.234	0.141	0.213	5.60E-04	0.001	0.015	0.006	0.004	0.008	0.312	0.46	2.07	1.316	0.294	0.271	0.043
Aligned_pair1_d	29	0.1	0.284	0.348	0.284	0.348	1.269	0.155	0.2	6.04E-04	0.001	0.015	0.006	0.004	0.008	0.331	0.449	2.182	1.324	0	NaN	NaN
Aligned_pair1_d	30	0.096	0.275	0.35	0.275	0.35	1.184	0.14	0.202	5.10E-04	0.001	0.014	0.006	0.004	0.008	0.318	0.449	2.182	1.303	0.265	0.25	0.034
Aligned_pair1_d	31	0.104	0.275	0.352	0.275	0.352	1.295	0.146	0.202	6.05E-04	0.001	0.016	0.007	0.004	0.009	0.325	0.471	2.246	1.407	0	NaN	NaN
Aligned_pair1_d	32	0.1	0.27	0.361	0.27	0.361	1.207	0.144	0.209	5.61E-04	0.001	0.015	0.006	0.004	0.008	0.325	0.471	2.246	1.294	0.265	0.255	0.035
Aligned_pair1_d	33	0.109	0.264	0.359	0.264	0.359	1.292	0.157	0.206	6.92E-04	0.001	0.017	0.007	0.004	0.01	0.349	0.471	2.246	1.376	0.265	0.255	0.035
