Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)	Cr_(rad)	M_(rad)	ICrCa(_^4)	IML(_^4)	ZCrCa(__A)	ZML(__A)	RCrCa(_)	RML(_)	DCrCa(_)	DML(_)
Aligned_pair1_v	132	0.255	0.51	0.633	0.51	0.633	1.292	0.182	0.456	0.002	0.013	0.039	0.029	0.013	0.033	0.424	0.946	1.802	2.533	0.391	0.37	0.046										
Aligned_pair1_v	133	0.238	0.5	0.645	0.5	0.645	1.217	0.195	0.413	0.002	0.011	0.035	0.026	0.011	0.031	0.424	0.875	1.951	2.227	0.343	0.321	0.041										
Aligned_pair1_v	134	0.22	0.492	0.646	0.492	0.646	1.222	0.152	0.414	0.001	0.011	0.032	0.027	0.01	0.031	0.36	0.896	2.007	2.227	0	0	0										
Aligned_pair1_v	135	0.202	0.488	0.629	0.488	0.629	1.277	0.159	0.414	0.001	0.009	0.031	0.022	0.008	0.025	0.368	0.875	1.951	2.06	0.325	0.296	0.049										
Aligned_pair1_v	136	0.217	0.496	0.624	0.496	0.624	1.265	0.174	0.423	0.002	0.01	0.033	0.023	0.009	0.027	0.394	0.908	1.874	2.137	0.704	0.593	0.153										
Aligned_pair1_v	137	0.217	0.513	0.634	0.513	0.634	1.263	0.161	0.453	0.001	0.011	0.033	0.025	0.009	0.028	0.372	0.96	1.857	2.443	0	0	0										
Aligned_pair1_v	138	0.205	0.509	0.635	0.509	0.635	1.261	0.179	0.453	0.001	0.01	0.031	0.022	0.007	0.025	0.392	0.96	1.857	2.29	0.487	0.405	0.13										
Aligned_pair1_v	139	0.202	0.502	0.644	0.502	0.644	1.243	0.155	0.446	0.001	0.01	0.03	0.021	0.008	0.024	0.36	0.908	1.874	2.137	0	NaN	NaN										
Aligned_pair1_v	140	0.199	0.503	0.634	0.503	0.634	1.223	0.183	0.421	0.001	0.009	0.029	0.021	0.007	0.024	0.388	0.875	1.951	1.984	0	NaN	NaN										
Aligned_pair2_d	10	0.669	0.559	0.773	0.559	0.773	-1.367	0.34	0.681	0.018	0.074	0.107	0.109	0.053	0.135	0.705	1.354	1.287	3.566	0	NaN	NaN										
Aligned_pair2_d	11	0.657	0.565	0.764	0.565	0.764	-1.387	0.34	0.67	0.018	0.07	0.106	0.105	0.052	0.131	0.705	1.354	1.287	3.751	0.632	0.586	0.106										
Aligned_pair2_d	12	0.663	0.566	0.764	0.566	0.764	-1.383	0.342	0.67	0.017	0.074	0.107	0.111	0.051	0.137	0.7	1.354	1.287	3.706	2.004	1.818	0.387										
Aligned_pair2_d	13	0.669	0.563	0.765	0.563	0.765	-1.38	0.34	0.672	0.018	0.075	0.107	0.112	0.052	0.138	0.7	1.354	1.287	3.661	0.632	0.586	0.106										
Aligned_pair2_d	14	0.645	0.558	0.754	0.558	0.754	-1.337	0.328	0.662	0.016	0.071	0.102	0.108	0.05	0.133	0.687	1.354	1.287	3.566	0.108	0.108	0										
Aligned_pair2_d	15	0.663	0.565	0.752	0.565	0.752	-1.337	0.335	0.659	0.018	0.072	0.105	0.109	0.053	0.136	0.722	1.34	1.326	3.642	0	NaN	NaN										
Aligned_pair2_d	16	0.692	0.558	0.762	0.558	0.762	-1.318	0.337	0.67	0.02	0.076	0.108	0.114	0.059	0.143	0.736	1.34	1.326	3.656	1.95	1.803	0.273										
Aligned_pair2_d	17	0.689	0.557	0.763	0.557	0.763	-1.327	0.339	0.671	0.02	0.076	0.108	0.113	0.058	0.142	0.736	1.34	1.326	3.745	2.437	2.264	0.261										
Aligned_pair2_d	18	0.648	0.541	0.77	0.541	0.77	-1.351	0.325	0.617	0.018	0.064	0.103	0.103	0.056	0.133	0.701	1.275	1.357	3.534	0.727	0.698	0.051										
Aligned_pair2_d	19	0.701	0.526	0.797	0.526	0.797	-1.325	0.348	0.659	0.021	0.076	0.11	0.116	0.06	0.147	0.736	1.354	1.287	3.566	0.727	0.698	0.051										
Aligned_pair2_d	20	0.692	0.534	0.791	0.534	0.791	-1.349	0.346	0.65	0.021	0.073	0.11	0.112	0.06	0.144	0.728	1.338	1.198	3.674	0	NaN	NaN										
Aligned_pair2_d	21	0.686	0.534	0.788	0.534	0.788	-1.354	0.346	0.647	0.02	0.072	0.109	0.111	0.059	0.142	0.728	1.338	1.198	3.521	2.437	2.264	0.261										
Aligned_pair2_d	22	0.707	0.536	0.782	0.536	0.782	-1.33	0.368	0.642	0.022	0.075	0.111	0.116	0.06	0.151	0.751	1.338	1.198	3.566	0	NaN	NaN										
Aligned_pair2_d	23	0.716	0.524	0.785	0.524	0.785	-1.338	0.371	0.635	0.023	0.075	0.113	0.119	0.063	0.155	0.767	1.287	1.182	3.566	1.95	1.807	0.3										
Aligned_pair2_d	24	0.683	0.521	0.755	0.521	0.755	-1.297	0.359	0.607	0.022	0.067	0.106	0.111	0.06	0.142	0.755	1.287	1.182	3.413	0	NaN	NaN										
Aligned_pair2_d	25	0.675	0.523	0.745	0.523	0.745	-1.309	0.363	0.595	0.022	0.063	0.105	0.107	0.06	0.143	0.76	1.237	1.166	3.381	0.65	0.63	0.065										
Aligned_pair2_d	26	0.675	0.521	0.748	0.521	0.748	-1.316	0.36	0.599	0.022	0.064	0.105	0.107	0.06	0.143	0.749	1.237	1.166	3.426	0	NaN	NaN										
Aligned_pair2_d	27	0.683	0.529	0.747	0.529	0.747	-1.304	0.37	0.595	0.022	0.065	0.106	0.109	0.061	0.146	0.776	1.237	1.166	3.291	0.694	0.67	0.059										
Aligned_pair2_d	28	0.689	0.499	0.775	0.499	0.775	-1.33	0.382	0.605	0.023	0.063	0.108	0.104	0.061	0.14	0.776	1.235	1.305	3.259	2.22	2.086	0.266										
Aligned_pair2_d	29	0.704	0.493	0.781	0.493	0.781	-1.31	0.377	0.61	0.025	0.065	0.11	0.106	0.066	0.144	0.788	1.247	1.614	3.349	0.727	0.699	0.051										
Aligned_pair2_d	30	0.713	0.491	0.788	0.491	0.788	-1.317	0.378	0.618	0.025	0.067	0.111	0.109	0.066	0.147	0.788	1.275	1.357	3.394	0.727	0.698	0.051										
Aligned_pair2_d	31	0.716	0.487	0.784	0.487	0.784	-1.284	0.371	0.612	0.026	0.067	0.11	0.109	0.07	0.148	0.799	1.275	1.357	3.484	0	NaN	NaN										
Aligned_pair2_d	32	0.701	0.484	0.78	0.484	0.78	-1.283	0.367	0.608	0.024	0.066	0.107	0.108	0.066	0.145	0.799	1.275	1.357	3.484	0	NaN	NaN										
Aligned_pair2_d	33	0.713	0.491	0.768	0.491	0.768	-1.245	0.371	0.608	0.025	0.069	0.107	0.114	0.066	0.154	0.799	1.275	1.357	3.515	0.694	0.652	0.092										
Aligned_pair2_d	34	0.716	0.492	0.768	0.492	0.768	-1.255	0.368	0.609	0.025	0.069	0.108	0.114	0.068	0.155	0.799	1.275	1.357	3.515	0.694	0.67	0.059										
Aligned_pair2_d	35	0.713	0.493	0.766	0.493	0.766	-1.255	0.371	0.589	0.025	0.068	0.107	0.115	0.068	0.154	0.805	1.237	1.166	3.471	0	NaN	NaN										
Aligned_pair2_d	36	0.701	0.498	0.76	0.498	0.76	-1.272	0.371	0.584	0.025	0.065	0.107	0.112	0.066	0.15	0.805	1.222	1.347	3.471	0.694	0.672	0.064										
Aligned_pair2_d	37	0.695	0.508	0.76	0.508	0.76	-1.248	0.363	0.578	0.024	0.065	0.104	0.112	0.067	0.148	0.788	1.222	1.347	3.515	2.22	2.086	0.266										
Aligned_pair2_d	38	0.669	0.503	0.808	0.503	0.808	-1.283	0.356	0.589	0.021	0.064	0.102	0.108	0.059	0.143	0.768	1.237	1.166	3.56	0.65	0.63	0.065										
Aligned_pair2_d	39	0.678	0.505	0.805	0.505	0.805	-1.308	0.381	0.587	0.023	0.062	0.105	0.105	0.06	0.14	0.777	1.25	1.484	3.407	0	NaN	NaN										
Aligned_pair2_d	40	0.701	0.513	0.808	0.513	0.808	-1.313	0.39	0.579	0.026	0.062	0.109	0.106	0.066	0.148	0.828	1.211	1.391	3.362	2.22	2.102	0.202										
Aligned_pair2_d	41	0.683	0.509	0.803	0.509	0.803	-1.3	0.37	0.574	0.024	0.061	0.106	0.107	0.064	0.145	0.788	1.211	1.391	3.407	0	NaN	NaN										
Aligned_pair2_d	42	0.689	0.509	0.802	0.509	0.802	-1.292	0.375	0.571	0.025	0.062	0.106	0.108	0.065	0.147	0.805	1.211	1.391	3.407	2.22	2.08	0.284										
Aligned_pair2_d	43	0.689	0.51	0.802	0.51	0.802	-1.309	0.375	0.587	0.024	0.063	0.107	0.107	0.064	0.147	0.805	1.222	1.347	3.407	0.694	0.661	0.055										
Aligned_pair2_d	44	0.692	0.511	0.804	0.511	0.804	-1.319	0.376	0.59	0.024	0.063	0.108	0.107	0.065	0.148	0.805	1.222	1.347	3.439	2.22	2.102	0.202										
Aligned_pair2_d	45	0.689	0.51	0.805	0.51	0.805	-1.329	0.375	0.592	0.024	0.063	0.108	0.106	0.064	0.146	0.805	1.222	1.347	3.439	0	NaN	NaN										
Aligned_pair2_d	46	0.689	0.512	0.805	0.512	0.805	-1.336	0.376	0.592	0.024	0.063	0.109	0.106	0.064	0.145	0.805	1.222	1.347	3.349	0.694	0.665	0.078										
Aligned_pair2_d	47	0.689	0.513	0.803	0.513	0.803	-1.32	0.378	0.588	0.024	0.063	0.108	0.106	0.064	0.146	0.8	1.222	1.347	3.349	0	NaN	NaN										
Aligned_pair2_d	48	0.666	0.513	0.792	0.513	0.792	-1.371	0.372	0.591	0.023	0.058	0.107	0.098	0.061	0.136	0.774	1.222	1.347	3.273	0.694	0.671	0.06										
Aligned_pair2_d	49	0.666	0.518	0.779	0.518	0.779	-1.355	0.375	0.589	0.022	0.058	0.106	0.099	0.059	0.136	0.774	1.222	1.347	3.259	0.659	0.623	0.09										
Aligned_pair2_d	50	0.663	0.52	0.778	0.52	0.778	-1.361	0.376	0.588	0.022	0.058	0.106	0.099	0.058	0.135	0.758	1.222	1.347	3.215	0.694	0.674	0.034										
Aligned_pair2_d	51	0.666	0.516	0.776	0.516	0.776	-1.349	0.402	0.587	0.023	0.057	0.106	0.098	0.056	0.136	0.796	1.222	1.347	3.259	0.727	0.696	0.057										
Aligned_pair2_d	52	0.666	0.52	0.772	0.52	0.772	-1.351	0.375	0.599	0.022	0.059	0.106	0.098	0.06	0.133	0.788	1.25	1.484	3.381	0	NaN	NaN										
Aligned_pair2_d	53	0.657	0.52	0.813	0.52	0.813	-1.567	0.357	0.597	0.022	0.058	0.11	0.097	0.06	0.133	0.745	1.222	1.794	3.381	0.659	0.634	0.071										
Aligned_pair2_d	54	0.675	0.521	0.821	0.521	0.821	1.565	0.36	0.604	0.022	0.062	0.112	0.103	0.062	0.14	0.758	1.264	1.743	3.502	2.004	1.97	0.202										
Aligned_pair2_d	55	0.669	0.523	0.818	0.523	0.818	1.556	0.364	0.601	0.022	0.061	0.111	0.102	0.06	0.138	0.758	1.264	1.743	3.502	0	NaN	NaN										
Aligned_pair2_d	56	0.666	0.522	0.817	0.522	0.817	1.568	0.361	0.6	0.022	0.06	0.111	0.1	0.061	0.136	0.758	1.264	1.743	3.547	0	NaN	NaN										
Aligned_pair2_d	57	0.669	0.525	0.819	0.525	0.819	1.567	0.363	0.603	0.022	0.061	0.111	0.101	0.06	0.137	0.758	1.264	1.743	3.502	0.659	0.63	0.071										
Aligned_pair2_d	58	0.669	0.525	0.817	0.525	0.817	-1.561	0.364	0.6	0.022	0.061	0.111	0.102	0.061	0.138	0.758	1.264	1.743	3.547	0	NaN	NaN										
Aligned_pair2_d	59	0.669	0.534	0.801	0.534	0.801	1.564	0.374	0.608	0.022	0.06	0.111	0.1	0.059	0.134	0.758	1.264	1.743	3.592	0	NaN	NaN										
Aligned_pair2_d	60	0.639	0.528	0.79	0.528	0.79	1.538	0.369	0.574	0.02	0.056	0.106	0.097	0.054	0.124	0.758	1.235	1.837	3.471	0	NaN	NaN										
Aligned_pair2_d	61	0.642	0.528	0.789	0.528	0.789	1.548	0.369	0.574	0.02	0.056	0.107	0.097	0.055	0.125	0.758	1.235	1.837	3.515	0.659	0.623	0.09										
Aligned_pair2_d	62	0.648	0.528	0.788	0.528	0.788	1.528	0.364	0.573	0.021	0.056	0.108	0.098	0.057	0.13	0.758	1.222	1.794	3.426	2.22	2.077	0.288										
Aligned_pair2_d	63	0.651	0.532	0.783	0.532	0.783	1.531	0.368	0.579	0.022	0.056	0.108	0.096	0.058	0.126	0.758	1.235	1.837	3.426	0.659	0.623	0.09										
Aligned_pair2_d	64	0.648	0.535	0.786	0.535	0.786	1.501	0.358	0.586	0.021	0.057	0.108	0.097	0.059	0.123	0.758	1.25	1.879	3.413	0	NaN	NaN										
Aligned_pair2_d	65	0.683	0.544	0.798	0.544	0.798	1.473	0.397	0.623	0.023	0.063	0.113	0.102	0.059	0.137	0.758	1.275	1.785	3.534	0	NaN	NaN										
Aligned_pair2_d	66	0.657	0.541	0.786	0.541	0.786	1.518	0.339	0.63	0.021	0.059	0.109	0.094	0.062	0.125	0.704	1.275	1.785	3.444	2.004	1.821	0.391										
Aligned_pair2_d	67	0.645	0.548	0.794	0.548	0.794	1.55	0.337	0.617	0.021	0.057	0.107	0.092	0.062	0.122	0.704	1.275	1.785	3.444	2.004	1.866	0.412										
Aligned_pair2_d	68	0.595	0.549	0.819	0.549	0.819	1.5	0.35	0.599	0.018	0.048	0.099	0.08	0.051	0.108	0.704	1.222	1.794	3.515	0	NaN	NaN										
Aligned_pair2_d	69	0.631	0.545	0.834	0.545	0.834	1.485	0.348	0.596	0.02	0.055	0.104	0.092	0.056	0.117	0.704	1.25	1.879	3.579	0.727	0.696	0.057										
Aligned_pair2_d	70	0.636	0.546	0.833	0.546	0.833	1.489	0.349	0.595	0.02	0.056	0.105	0.094	0.057	0.119	0.704	1.25	1.879	3.457	2.22	2.102	0.202										
Aligned_pair2_d	71	0.628	0.55	0.827	0.55	0.827	1.452	0.355	0.65	0.019	0.055	0.103	0.085	0.054	0.114	0.704	1.275	1.785	3.457	0	NaN	NaN										
Aligned_pair2_d	72	0.625	0.553	0.828	0.553	0.828	1.419	0.362	0.65	0.019	0.056	0.102	0.086	0.053	0.115	0.704	1.275	1.785	3.598	0	NaN	NaN										
Aligned_pair2_d	73	0.628	0.556	0.826	0.556	0.826	1.438	0.363	0.65	0.019	0.057	0.103	0.087	0.053	0.116	0.704	1.275	1.785	3.553	0	NaN	NaN										
Aligned_pair2_d	74	0.622	0.555	0.821	0.555	0.821	1.441	0.363	0.655	0.019	0.055	0.102	0.084	0.053	0.113	0.704	1.275	1.785	3.674	2.004	1.866	0.412										
Aligned_pair2_d	75	0.625	0.558	0.812	0.558	0.812	1.448	0.365	0.663	0.02	0.055	0.103	0.083	0.053	0.112	0.704	1.31	1.695	3.687	2.166	1.914	0.544										
Aligned_pair2_d	76	0.648	0.566	0.826	0.566	0.826	1.409	0.377	0.65	0.021	0.059	0.105	0.091	0.055	0.123	0.704	1.31	1.695	3.687	2.004	1.718	0.536										
Aligned_pair2_d	77	0.645	0.569	0.821	0.569	0.821	1.394	0.383	0.621	0.021	0.058	0.104	0.094	0.054	0.124	0.704	1.275	1.785	3.457	2.437	2.212	0.51										
Aligned_pair2_d	78	0.634	0.567	0.817	0.567	0.817	1.391	0.382	0.625	0.021	0.055	0.102	0.087	0.054	0.118	0.704	1.25	1.879	3.489	0.685	0.631	0.125										
Aligned_pair2_d	79	0.625	0.565	0.806	0.565	0.806	1.411	0.38	0.617	0.021	0.051	0.101	0.083	0.055	0.115	0.704	1.222	1.794	3.827	0.727	0.683	0.112										
Aligned_pair2_d	80	0.628	0.565	0.805	0.565	0.805	1.417	0.378	0.617	0.021	0.05	0.102	0.082	0.057	0.115	0.704	1.217	1.935	3.17	2.22	1.992	0.467										
Aligned_pair2_d	81	0.631	0.563	0.8	0.563	0.8	1.402	0.38	0.605	0.021	0.051	0.102	0.085	0.056	0.115	0.704	1.237	1.976	3.157	0	NaN	NaN										
Aligned_pair2_d	82	0.628	0.56	0.783	0.56	0.783	1.33	0.392	0.627	0.021	0.05	0.099	0.08	0.054	0.111	0.704	1.237	1.976	3.157	0	0	0										
Aligned_pair2_d	83	0.645	0.559	0.8	0.559	0.8	1.271	0.398	0.672	0.022	0.056	0.098	0.083	0.055	0.114	0.758	1.287	1.959	3.598	0	NaN	NaN										
Aligned_pair2_d	84	0.651	0.562	0.803	0.562	0.803	1.268	0.4	0.688	0.022	0.058	0.099	0.084	0.056	0.117	0.812	1.302	1.866	3.719	0	NaN	NaN										
Aligned_pair2_d	85	0.675	0.573	0.811	0.573	0.811	1.249	0.407	0.676	0.023	0.063	0.101	0.094	0.056	0.128	0.812	1.34	1.816	3.732	2.004	1.693	0.571										
Aligned_pair2_d	86	0.642	0.56	0.79	0.56	0.79	1.295	0.404	0.7	0.022	0.056	0.099	0.081	0.054	0.112	0.812	1.34	1.816	4.012	0	NaN	NaN										
Aligned_pair2_d	87	0.642	0.564	0.791	0.564	0.791	1.3	0.407	0.699	0.022	0.056	0.099	0.081	0.054	0.112	0.81	1.34	1.816	4.057	0	NaN	NaN										
Aligned_pair2_d	88	0.642	0.561	0.788	0.561	0.788	1.297	0.405	0.68	0.022	0.055	0.099	0.08	0.055	0.111	0.81	1.319	1.906	3.611	0	NaN	NaN										
Aligned_pair2_d	89	0.625	0.562	0.778	0.562	0.778	1.325	0.383	0.659	0.021	0.052	0.098	0.079	0.054	0.111	0.81	1.287	1.826	3.502	0	NaN	NaN										
Aligned_pair2_d	90	0.604	0.557	0.784	0.557	0.784	1.29	0.386	0.655	0.02	0.047	0.093	0.072	0.051	0.102	0.81	1.188	1.994	3.196	0	0	0										
Aligned_pair2_d	91	0.625	0.559	0.77	0.559	0.77	1.319	0.383	0.641	0.022	0.048	0.098	0.075	0.057	0.109	0.812	1.188	1.994	3.228	0.694	0.648	0.108										
Aligned_pair2_d	92	0.619	0.561	0.767	0.561	0.767	1.318	0.385	0.643	0.022	0.047	0.097	0.074	0.056	0.106	0.812	1.188	1.994	3.228	2.437	2.077	0.629										
Aligned_pair2_d	93	0.619	0.559	0.765	0.559	0.765	1.315	0.384	0.595	0.022	0.046	0.097	0.077	0.057	0.11	0.812	1.188	1.994	3.183	0	NaN	NaN										
Aligned_pair2_d	94	0.607	0.565	0.76	0.565	0.76	1.268	0.384	0.657	0.021	0.046	0.092	0.069	0.054	0.099	0.812	1.237	1.976	3.228	2.004	1.843	0.418										
Aligned_pair2_d	95	0.604	0.564	0.757	0.564	0.757	1.264	0.384	0.66	0.021	0.045	0.092	0.068	0.054	0.098	0.812	1.237	1.976	3.228	2.166	1.809	0.607										
Aligned_pair2_d	96	0.607	0.568	0.754	0.568	0.754	1.28	0.384	0.661	0.021	0.046	0.093	0.069	0.054	0.099	0.81	1.25	1.879	3.228	0	NaN	NaN										
Aligned_pair2_d	97	0.631	0.559	0.739	0.559	0.739	1.258	0.4	0.68	0.021	0.051	0.095	0.075	0.054	0.105	0.812	1.309	1.997	3.381	1.95	1.708	0.476										
Aligned_pair2_d	98	0.592	0.547	0.776	0.547	0.776	1.295	0.387	0.643	0.02	0.043	0.091	0.068	0.051	0.096	0.758	1.237	1.976	3.304	0	0	0										
Aligned_pair2_d	99	0.61	0.538	0.775	0.538	0.775	1.254	0.401	0.601	0.022	0.044	0.092	0.073	0.055	0.106	0.787	1.188	1.994	3.349	0	NaN	NaN										
Aligned_pair2_d	100	0.604	0.537	0.768	0.537	0.768	1.261	0.402	0.607	0.022	0.042	0.091	0.069	0.055	0.103	0.758	1.188	1.994	3.215	2.437	2.21	0.529										
Aligned_pair2_d	101	0.607	0.537	0.767	0.537	0.767	1.253	0.403	0.61	0.022	0.043	0.091	0.071	0.055	0.104	0.758	1.211	2.034	3.291	2.437	2.077	0.629										
Aligned_pair2_d	102	0.616	0.53	0.76	0.53	0.76	1.246	0.434	0.619	0.023	0.044	0.092	0.071	0.052	0.105	0.758	1.211	2.034	3.336	0.727	0.683	0.112										
Aligned_pair2_d	103	0.622	0.533	0.759	0.533	0.759	1.2	0.443	0.624	0.023	0.045	0.09	0.072	0.052	0.107	0.798	1.211	2.034	3.381	1.95	1.708	0.476										
Aligned_pair2_d	104	0.616	0.533	0.759	0.533	0.759	1.189	0.394	0.626	0.022	0.045	0.088	0.072	0.055	0.106	0.783	1.211	2.034	3.304	0	NaN	NaN										
Aligned_pair2_d	105	0.613	0.534	0.76	0.534	0.76	1.202	0.393	0.623	0.022	0.045	0.089	0.072	0.056	0.105	0.783	1.211	2.034	3.304	2.166	1.893	0.513										
Aligned_pair2_d	106	0.616	0.537	0.759	0.537	0.759	1.196	0.397	0.624	0.022	0.046	0.089	0.074	0.054	0.107	0.783	1.237	1.976	3.349	0	0	0										
Aligned_pair2_d	107	0.625	0.541	0.755	0.541	0.755	1.226	0.398	0.623	0.023	0.047	0.092	0.075	0.057	0.109	0.789	1.237	1.976	3.471	0	NaN	NaN										
Aligned_pair2_d	108	0.628	0.541	0.759	0.541	0.759	1.22	0.399	0.619	0.023	0.046	0.092	0.075	0.058	0.11	0.789	1.237	1.976	3.515	2.166	1.809	0.58										
Aligned_pair2_d	109	0.628	0.535	0.756	0.535	0.756	1.28	0.394	0.564	0.023	0.046	0.096	0.081	0.059	0.117	0.789	1.188	1.994	3.394	2.166	1.893	0.513										
Aligned_pair2_d	110	0.622	0.535	0.752	0.535	0.752	1.283	0.393	0.568	0.023	0.045	0.095	0.079	0.058	0.114	0.758	1.188	1.994	3.349	2.004	1.693	0.571										
Aligned_pair2_d	111	0.554	0.506	0.761	0.506	0.761	1.219	0.377	0.579	0.018	0.037	0.081	0.063	0.047	0.09	0.758	1.163	2.055	3.106	0.685	0.63	0.116										
Aligned_pair2_d	112	0.587	0.495	0.758	0.495	0.758	1.24	0.403	0.581	0.022	0.038	0.087	0.065	0.054	0.098	0.812	1.163	2.055	3.394	0.685	0.623	0.129										
Aligned_pair2_d	113	0.587	0.499	0.759	0.499	0.759	1.241	0.406	0.579	0.022	0.038	0.088	0.066	0.053	0.098	0.812	1.163	2.055	3.394	0.685	0.61	0.137										
Aligned_pair2_d	114	0.592	0.498	0.763	0.498	0.763	1.24	0.404	0.577	0.022	0.039	0.088	0.068	0.055	0.1	0.812	1.163	2.055	3.349	0	0	0										
Aligned_pair2_d	115	0.59	0.503	0.763	0.503	0.763	1.21	0.412	0.612	0.021	0.04	0.086	0.065	0.052	0.099	0.812	1.188	1.994	3.439	2.004	1.762	0.525										
Aligned_pair2_d	116	0.584	0.503	0.758	0.503	0.758	1.194	0.416	0.617	0.021	0.039	0.084	0.063	0.051	0.096	0.812	1.188	1.994	3.439	0.685	0.627	0.124										
Aligned_pair2_d	117	0.592	0.507	0.758	0.507	0.758	1.244	0.413	0.611	0.023	0.039	0.089	0.064	0.055	0.099	0.812	1.188	1.994	3.394	0.685	0.61	0.137										
Aligned_pair2_d	118	0.546	0.518	0.782	0.518	0.782	1.25	0.381	0.669	0.018	0.035	0.082	0.053	0.047	0.076	0.748	1.236	2.074	3.336	0	NaN	NaN										
Aligned_pair2_d	119	0.522	0.524	0.776	0.524	0.776	1.257	0.347	0.672	0.015	0.035	0.079	0.052	0.044	0.071	0.734	1.236	2.074	3.273	0.659	0.6	0.143										
Aligned_pair2_d	120	0.528	0.526	0.778	0.526	0.778	1.205	0.352	0.679	0.016	0.036	0.077	0.054	0.045	0.075	0.737	1.236	2.074	3.317	0.659	0.591	0.154										
Aligned_pair2_d	121	0.537	0.528	0.785	0.528	0.785	1.211	0.352	0.671	0.016	0.038	0.078	0.057	0.045	0.078	0.737	1.236	2.074	3.273	0.659	0.604	0.128										
Aligned_pair2_d	122	0.543	0.53	0.785	0.53	0.785	1.222	0.348	0.668	0.016	0.04	0.08	0.059	0.045	0.08	0.737	1.237	1.976	3.362	0	0	0										
Aligned_pair2_d	123	0.54	0.53	0.782	0.53	0.782	1.222	0.348	0.671	0.016	0.039	0.079	0.058	0.045	0.079	0.737	1.237	1.976	3.407	0.659	0.584	0.156										
Aligned_pair2_d	124	0.528	0.531	0.805	0.531	0.805	1.159	0.342	0.659	0.015	0.038	0.074	0.058	0.043	0.078	0.73	1.236	2.074	3.317	0.65	0.586	0.132										
Aligned_pair2_d	125	0.546	0.504	0.803	0.504	0.803	1.211	0.361	0.593	0.017	0.036	0.08	0.061	0.046	0.086	0.733	1.163	2.055	3.209	2.166	1.886	0.539										
Aligned_pair2_d	126	0.54	0.511	0.792	0.511	0.792	1.191	0.371	0.604	0.017	0.035	0.078	0.057	0.046	0.083	0.758	1.163	2.055	3.164	0	NaN	NaN										
Aligned_pair2_d	127	0.543	0.515	0.796	0.515	0.796	1.197	0.363	0.597	0.017	0.036	0.078	0.06	0.046	0.086	0.758	1.163	2.055	3.164	2.004	1.686	0.594										
Aligned_pair2_d	128	0.525	0.512	0.796	0.512	0.796	1.141	0.366	0.605	0.016	0.033	0.072	0.055	0.044	0.08	0.758	1.163	2.055	3.164	0.054	0.054	0										
Aligned_pair2_d	129	0.528	0.511	0.799	0.511	0.799	1.163	0.361	0.551	0.016	0.033	0.074	0.06	0.044	0.086	0.73	1.115	2.078	3.043	0.65	0.586	0.132										
Aligned_pair2_d	130	0.528	0.508	0.796	0.508	0.796	1.169	0.359	0.554	0.016	0.034	0.075	0.061	0.044	0.086	0.73	1.142	2.119	3.119	0	0	0										
Aligned_pair2_d	131	0.54	0.512	0.794	0.512	0.794	1.098	0.358	0.612	0.015	0.038	0.071	0.062	0.042	0.086	0.73	1.189	2.096	3.119	1.95	1.644	0.542										
Aligned_pair2_d	132	0.54	0.509	0.79	0.509	0.79	1.116	0.358	0.615	0.015	0.038	0.073	0.063	0.042	0.086	0.728	1.211	2.034	3.164	0.659	0.602	0.119										
Aligned_pair2_d	133	0.551	0.511	0.79	0.511	0.79	1.154	0.376	0.61	0.016	0.04	0.077	0.065	0.043	0.09	0.731	1.211	2.034	3.331	0	NaN	NaN										
Aligned_pair2_d	134	0.551	0.511	0.789	0.511	0.789	1.154	0.376	0.611	0.016	0.039	0.077	0.063	0.043	0.088	0.735	1.211	2.034	3.331	0.65	0.595	0.125										
Aligned_pair2_d	135	0.551	0.51	0.79	0.51	0.79	1.165	0.376	0.609	0.016	0.039	0.078	0.064	0.043	0.089	0.735	1.211	2.034	3.375	2.004	1.74	0.501										
Aligned_pair2_d	136	0.54	0.504	0.788	0.504	0.788	1.186	0.378	0.581	0.016	0.039	0.077	0.066	0.041	0.087	0.754	1.189	2.096	3.286	0.65	0.58	0.139										
Aligned_pair3_d	11	0.513	0.534	0.642	0.534	0.642	-1.2	0.302	0.528	0.012	0.037	0.074	0.07	0.041	0.093	0.664	1.116	1.172	3.056	0.552	0.534	0.074										
Aligned_pair3_d	12	0.51	0.536	0.64	0.536	0.64	-1.217	0.301	0.538	0.012	0.036	0.075	0.067	0.041	0.089	0.664	1.131	1.279	3.101	0.632	0.587	0.081										
Aligned_pair3_d	13	0.51	0.531	0.641	0.531	0.641	-1.218	0.292	0.541	0.012	0.037	0.075	0.068	0.042	0.09	0.651	1.131	1.279	3.056	0	NaN	NaN										
Aligned_pair3_d	14	0.502	0.526	0.651	0.526	0.651	-1.247	0.294	0.554	0.012	0.034	0.075	0.062	0.041	0.083	0.651	1.131	1.279	2.903	0.632	0.596	0.048										
